,Unnamed: 0,Date,ID,Username,Tweets,case folding,data cleaning,tokenisasi,normalisasi,stopwords,stemming,Text Tweet,klasifikasi
120,4098,11/22/2021 21:53,1.46E+22,blah,"b'@wafflekies01 @bertanyarl Ini inti dari Permendikbud PPKS dia sendiri udah tau, kalo tanpa consent ya berarti terma\xe2\x80\xa6 https://t.co/CGoAwzZzTx'","b'@wafflekies01 @bertanyarl ini inti dari permendikbud ppks dia sendiri udah tau, kalo tanpa consent ya berarti terma\xe2\x80\xa6 https://t.co/cgoawzzztx'",ini inti dari permendikbud ppks dia sendiri udah tau kalo tanpa consent ya berarti terma,"['ini', 'inti', 'dari', 'permendikbud', 'ppks', 'dia', 'sendiri', 'udah', 'tau', 'kalo', 'tanpa', 'consent', 'ya', 'berarti', 'terma']","['ini', 'inti', 'dari', 'permendukbidristek', 'ppks', 'dia', 'sendiri', 'sudah', 'tau', 'kalo', 'tanpa', 'consent', 'ya', 'berarti', 'terma']",inti permendukbidristek ppks tau kalo consent ya terma,"['inti', 'permendukbidristek', 'ppks', 'tau', 'kalo', 'consent', 'ya', 'terma']","['inti', 'permendukbidristek', 'ppks', 'tau', 'kalo', 'consent', 'ya', 'terma']",Positif
121,819,11/26/2021 6:33,1.46E+23,BEM ITS,b'Apa saja isi dari peraturan tersebut? \xf0\x9f\xa4\x94 Simak informasi berikut untuk lebih memahami hal-hal apa saja yang diatur o\xe2\x80\xa6 https://t.co/gFsfmKHTwz',b'apa saja isi dari peraturan tersebut? \xf0\x9f\xa4\x94 simak informasi berikut untuk lebih memahami hal-hal apa saja yang diatur o\xe2\x80\xa6 https://t.co/gfsfmkhtwz',apa saja isi dari peraturan tersebut xf simak informasi berikut untuk lebih memahami hal hal apa saja yang diatur,"['apa', 'saja', 'isi', 'dari', 'peraturan', 'tersebut', 'xf', 'simak', 'informasi', 'berikut', 'untuk', 'lebih', 'memahami', 'hal', 'hal', 'apa', 'saja', 'yang', 'diatur']","['apa', 'saja', 'isi', 'dari', 'peraturan', 'tersebut', 'xf', 'simak', 'informasi', 'berikut', 'untuk', 'lebih', 'memahami', 'hal', 'hal', 'apa', 'saja', 'yang', 'diatur']",isi peraturan simak informasi memahami diatur,"['isi', 'atur', 'simak', 'informasi', 'paham', 'atur']","['isi', 'atur', 'simak', 'informasi', 'paham', 'atur']",Positif
122,421,11/26/2021 15:10,1.46E+23,AOZORA 🌾,b'RT @muslimahnewscom: Islam juga menyiapkan sejumlah sanksi tegas dan membuat jera bagi pelanggar aturan-aturan yang sudah ditetapkan dalam\xe2\x80\xa6',b'rt @muslimahnewscom: islam juga menyiapkan sejumlah sanksi tegas dan membuat jera bagi pelanggar aturan-aturan yang sudah ditetapkan dalam\xe2\x80\xa6',islam juga menyiapkan sejumlah sanksi tegas dan membuat jera bagi pelanggar aturan aturan yang sudah ditetapkan dalam,"['islam', 'juga', 'menyiapkan', 'sejumlah', 'sanksi', 'tegas', 'dan', 'membuat', 'jera', 'bagi', 'pelanggar', 'aturan', 'aturan', 'yang', 'sudah', 'ditetapkan', 'dalam']","['islam', 'juga', 'menyiapkan', 'sejumlah', 'sanksi', 'tegas', 'dan', 'membuat', 'jera', 'bagi', 'pelanggar', 'aturan', 'aturan', 'yang', 'sudah', 'ditetapkan', 'dalam']",islam sanksi jera pelanggar aturan aturan ditetapkan,"['islam', 'sanksi', 'jera', 'langgar', 'atur', 'atur', 'tetap']","['islam', 'sanksi', 'jera', 'langgar', 'atur', 'atur']",Positif
123,473,11/26/2021 13:53,1.46E+23,Muslimah News Com,b'Islam juga menyiapkan sejumlah sanksi tegas dan membuat jera bagi pelanggar aturan-aturan yang sudah ditetapkan dal\xe2\x80\xa6 https://t.co/OoT4AN1fgu',b'islam juga menyiapkan sejumlah sanksi tegas dan membuat jera bagi pelanggar aturan-aturan yang sudah ditetapkan dal\xe2\x80\xa6 https://t.co/oot4an1fgu',islam juga menyiapkan sejumlah sanksi tegas dan membuat jera bagi pelanggar aturan aturan yang sudah ditetapkan dal,"['islam', 'juga', 'menyiapkan', 'sejumlah', 'sanksi', 'tegas', 'dan', 'membuat', 'jera', 'bagi', 'pelanggar', 'aturan', 'aturan', 'yang', 'sudah', 'ditetapkan', 'dal']","['islam', 'juga', 'menyiapkan', 'sejumlah', 'sanksi', 'tegas', 'dan', 'membuat', 'jera', 'bagi', 'pelanggar', 'aturan', 'aturan', 'yang', 'sudah', 'ditetapkan', 'dal']",islam sanksi jera pelanggar aturan aturan ditetapkan dal,"['islam', 'sanksi', 'jera', 'langgar', 'atur', 'atur', 'tetap', 'dal']","['islam', 'sanksi', 'jera', 'langgar', 'atur', 'atur', 'dal']",Positif
124,1200,11/24/2021 2:14,1.46E+23,Jokitugas,b'Joki tugas hukum membuat artikel analisis (Permendikbudristek) Nomor 30 Tahun 2021 tentang Pencegahan dan Penangana\xe2\x80\xa6 https://t.co/3pQZkrjrrb',b'joki tugas hukum membuat artikel analisis (permendikbudristek) nomor 30 tahun 2021 tentang pencegahan dan penangana\xe2\x80\xa6 https://t.co/3pqzkrjrrb',joki tugas hukum membuat artikel analisis permendikbudristek nomor tahun tentang pencegahan dan penangana,"['joki', 'tugas', 'hukum', 'membuat', 'artikel', 'analisis', 'permendikbudristek', 'nomor', 'tahun', 'tentang', 'pencegahan', 'dan', 'penangana']","['joki', 'tugas', 'hukum', 'membuat', 'artikel', 'analisis', 'permendikbudristek', 'nomor', 'tahun', 'tentang', 'pencegahan', 'dan', 'penangana']",joki tugas hukum artikel analisis permendikbudristek nomor pencegahan penangana,"['joki', 'tugas', 'hukum', 'artikel', 'analisis', 'permendikbudristek', 'nomor', 'cegah', 'penangana']","['joki', 'tugas', 'hukum', 'artikel', 'analisis', 'permendikbudristek', 'nomor', 'cegah', 'penangana']",Positif
125,1115,11/24/2021 5:28,1.46E+23,Rohana,"b'Jokowi Pro Pendidikan\n\nPolemik permendikbud PPKS, Mendikbud Nadiem Makarim: ruang lingkupnya kekerasan seksual, buk\xe2\x80\xa6 https://t.co/ecLokJ3bpb'","b'jokowi pro pendidikan\n\npolemik permendikbud ppks, mendikbud nadiem makarim: ruang lingkupnya kekerasan seksual, buk\xe2\x80\xa6 https://t.co/eclokj3bpb'",jokowi pro pendidikan npolemik permendikbud ppks mendikbud nadiem makarim ruang lingkupnya kekerasan seksual buk,"['jokowi', 'pro', 'pendidikan', 'npolemik', 'permendikbud', 'ppks', 'mendikbud', 'nadiem', 'makarim', 'ruang', 'lingkupnya', 'kekerasan', 'seksual', 'buk']","['jokowi', 'dukung', 'pendidikan', 'masalah', 'permendukbidristek', 'ppks', 'mendikbud', 'nadiem', 'makarim', 'ruang', 'lingkupnya', 'kekerasan', 'seksual', 'buk']",jokowi dukung pendidikan permendukbidristek ppks mendikbud nadiem makarim ruang lingkupnya kekerasan seksual buk,"['jokowi', 'dukung', 'didik', 'permendukbidristek', 'ppks', 'mendikbud', 'nadiem', 'makarim', 'ruang', 'lingkup', 'keras', 'seksual', 'buk']","['jokowi', 'dukung', 'didik', 'permendukbidristek', 'ppks', 'mendikbud', 'nadiem', 'makarim', 'ruang', 'lingkup', 'keras', 'seksual', 'buk']",Positif
126,1055,11/24/2021 9:46,1.46E+23,Oci ヨシ,"b'Judulnya aja permen ppks, pasti ngurusnya soal hal-hal yang di luar consent. Indonesia selain punya norma hukum jug\xe2\x80\xa6 https://t.co/oTdutO30oO'","b'judulnya aja permen ppks, pasti ngurusnya soal hal-hal yang di luar consent. indonesia selain punya norma hukum jug\xe2\x80\xa6 https://t.co/otduto30oo'",judulnya aja permen ppks pasti ngurusnya soal hal hal yang di luar consent indonesia selain punya norma hukum jug,"['judulnya', 'aja', 'permen', 'ppks', 'pasti', 'ngurusnya', 'soal', 'hal', 'hal', 'yang', 'di', 'luar', 'consent', 'indonesia', 'selain', 'punya', 'norma', 'hukum', 'jug']","['judulnya', 'aja', 'permendukbidristek', 'ppks', 'pasti', 'ngurusnya', 'soal', 'hal', 'hal', 'yang', 'di', 'luar', 'consent', 'indonesia', 'selain', 'punya', 'norma', 'hukum', 'jug']",judulnya aja permendukbidristek ppks ngurusnya consent indonesia norma hukum jug,"['judul', 'aja', 'permendukbidristek', 'ppks', 'ngurusnya', 'consent', 'indonesia', 'norma', 'hukum', 'jug']","['judul', 'aja', 'permendukbidristek', 'ppks', 'ngurusnya', 'consent', 'indonesia', 'norma', 'hukum', 'jug']",Positif
127,456,11/26/2021 14:16,1.46E+23,홍홍홍 아~름,"b'apalagi kalo artikelnya penuh kata2 mutiara macam ""merangsek, bergumul, dikorting, baku hantam, digilir, dan istila\xe2\x80\xa6 https://t.co/dxqdJm842r'","b'apalagi kalo artikelnya penuh kata2 mutiara macam ""merangsek, bergumul, dikorting, baku hantam, digilir, dan istila\xe2\x80\xa6 https://t.co/dxqdjm842r'",apalagi kalo artikelnya penuh kata mutiara macam merangsek bergumul dikorting baku hantam digilir dan istila,"['apalagi', 'kalo', 'artikelnya', 'penuh', 'kata', 'mutiara', 'macam', 'merangsek', 'bergumul', 'dikorting', 'baku', 'hantam', 'digilir', 'dan', 'istila']","['apalagi', 'kalo', 'artikelnya', 'penuh', 'kata', 'mutiara', 'macam', 'merangsek', 'bergumul', 'dikorting', 'baku', 'hantam', 'digilir', 'dan', 'istila']",kalo artikelnya penuh mutiara merangsek bergumul dikorting baku hantam digilir istila,"['kalo', 'artikel', 'penuh', 'mutiara', 'merangsek', 'gumul', 'korting', 'baku', 'hantam', 'gilir', 'istila']","['kalo', 'artikel', 'penuh', 'mutiara', 'merangsek', 'gumul', 'korting', 'baku', 'hantam', 'gilir', 'istila']",Positif
128,2800,11/23/2021 5:00,1.46E+23,fahmi irfan,"b'@catchmeupid ""Kalo laporan naik gegara ppks, biar turun laporannya, kita hold dulu aja ppks nya""\n\n- seseorang'","b'@catchmeupid ""kalo laporan naik gegara ppks, biar turun laporannya, kita hold dulu aja ppks nya""\n\n- seseorang'",kalo laporan naik gegara ppks biar turun laporannya kita hold dulu aja ppks nya seseorang,"['kalo', 'laporan', 'naik', 'gegara', 'ppks', 'biar', 'turun', 'laporannya', 'kita', 'hold', 'dulu', 'aja', 'ppks', 'nya', 'seseorang']","['kalo', 'laporan', 'naik', 'gegara', 'ppks', 'supaya', 'turun', 'laporannya', 'kita', 'hold', 'dulu', 'aja', 'ppks', 'nya', 'seseorang']",kalo laporan gegara ppks turun laporannya hold aja ppks nya,"['kalo', 'lapor', 'gegara', 'ppks', 'turun', 'lapor', 'hold', 'aja', 'ppks', 'nya']","['kalo', 'lapor', 'gegara', 'ppks', 'turun', 'lapor', 'hold', 'aja', 'ppks', 'nya']",Positif
129,5375,11/21/2021 12:39,1.46E+22,jin rebahan,"b'RT @fahriajaoke: @AREAJULID Kalo menurutku kebanyakan yang kontra itu sebenarnya salah mengartikan tentang ""tanpa persetujuan"" padahal yang\xe2\x80\xa6'","b'rt @fahriajaoke: @areajulid kalo menurutku kebanyakan yang kontra itu sebenarnya salah mengartikan tentang ""tanpa persetujuan"" padahal yang\xe2\x80\xa6'",kalo menurutku kebanyakan yang kontra itu sebenarnya salah mengartikan tentang tanpa persetujuan padahal yang,"['kalo', 'menurutku', 'kebanyakan', 'yang', 'kontra', 'itu', 'sebenarnya', 'salah', 'mengartikan', 'tentang', 'tanpa', 'persetujuan', 'padahal', 'yang']","['kalo', 'menurutku', 'kebanyakan', 'yang', 'tolak', 'itu', 'sebenarnya', 'salah', 'mengartikan', 'tentang', 'tanpa', 'persetujuan', 'padahal', 'yang']",kalo menurutku kebanyakan tolak salah mengartikan persetujuan,"['kalo', 'turut', 'banyak', 'tolak', 'salah', 'arti', 'tuju']","['kalo', 'tolak', 'salah', 'arti', 'tuju']",Negatif
130,707,11/26/2021 8:28,1.46E+23,Arenduh,b'KAMMI Daerah Gelar Aksi Tolak Permendikbud PPKS\nhttps://t.co/QnRqEJUTxq https://t.co/Dy2w8qothG',b'kammi daerah gelar aksi tolak permendikbud ppks\nhttps://t.co/qnrqejutxq https://t.co/dy2w8qothg',kammi daerah gelar aksi tolak permendikbud ppks,"['kammi', 'daerah', 'gelar', 'aksi', 'tolak', 'permendikbud', 'ppks']","['kammi', 'daerah', 'gelar', 'aksi', 'tolak', 'permendukbidristek', 'ppks']",kammi daerah gelar aksi tolak permendukbidristek ppks,"['kammi', 'daerah', 'gelar', 'aksi', 'tolak', 'permendukbidristek', 'ppks']","['kammi', 'daerah', 'gelar', 'aksi', 'tolak', 'permendukbidristek', 'ppks']",Negatif
131,1078,11/24/2021 8:04,1.46E+23,Palembang Bersyariah,b'Kampus Tak Berkutik Terjerat Permendikbud Ristek PPKS https://t.co/50NEbvJyMU',b'kampus tak berkutik terjerat permendikbud ristek ppks https://t.co/50nebvjymu',kampus tak berkutik terjerat permendikbud ristek ppks,"['kampus', 'tak', 'berkutik', 'terjerat', 'permendikbud', 'ristek', 'ppks']","['kampus', 'tak', 'berkutik', 'terjerat', 'permendukbidristek', 'ristek', 'ppks']",kampus berkutik terjerat permendukbidristek ristek ppks,"['kampus', 'kutik', 'jerat', 'permendukbidristek', 'ristek', 'ppks']","['kampus', 'kutik', 'jerat', 'permendukbidristek', 'ristek', 'ppks']",Positif
132,965,11/25/2021 7:18,1.46E+23,TintaSiyasi.com,"b'Kampus Tak Berkutik Terjerat Permendikbud Ristek PPKS\n\nOleh: Denok Ika Anggraeni, S.E\n[Sahabat TintaSiyasi]\nhttps://t.co/GE6kiohKqw'","b'kampus tak berkutik terjerat permendikbud ristek ppks\n\noleh: denok ika anggraeni, s.e\n[sahabat tintasiyasi]\nhttps://t.co/ge6kiohkqw'",kampus tak berkutik terjerat permendikbud ristek ppks noleh denok ika anggraeni sahabat tintasiyasi,"['kampus', 'tak', 'berkutik', 'terjerat', 'permendikbud', 'ristek', 'ppks', 'noleh', 'denok', 'ika', 'anggraeni', 'sahabat', 'tintasiyasi']","['kampus', 'tak', 'berkutik', 'terjerat', 'permendukbidristek', 'ristek', 'ppks', 'oleh', 'denok', 'ika', 'anggraeni', 'sahabat', 'tintasiyasi']",kampus berkutik terjerat permendukbidristek ristek ppks denok ika anggraeni sahabat tintasiyasi,"['kampus', 'kutik', 'jerat', 'permendukbidristek', 'ristek', 'ppks', 'denok', 'ika', 'anggraeni', 'sahabat', 'tintasiyasi']","['kampus', 'kutik', 'jerat', 'permendukbidristek', 'ristek', 'ppks', 'denok', 'ika', 'anggraeni', 'sahabat', 'tintasiyasi']",Positif
133,87,11/27/2021 11:40,1.46E+23,🥶🍦BING CHILLING 🥶🍦,b'RT @glassyfaggy: Para kaum liberal anti komunis sebaiknya tidak usah heran mengapa kaum konservatif melakukan pemlintiran Permendikbudriste\xe2\x80\xa6',b'rt @glassyfaggy: para kaum liberal anti komunis sebaiknya tidak usah heran mengapa kaum konservatif melakukan pemlintiran permendikbudriste\xe2\x80\xa6',para kaum liberal anti komunis sebaiknya tidak usah heran mengapa kaum konservatif melakukan pemlintiran permendikbudriste,"['para', 'kaum', 'liberal', 'anti', 'komunis', 'sebaiknya', 'tidak', 'usah', 'heran', 'mengapa', 'kaum', 'konservatif', 'melakukan', 'pemlintiran', 'permendikbudriste']","['para', 'kaum', 'liberal', 'anti', 'komunis', 'sebaiknya', 'tidak', 'usah', 'heran', 'mengapa', 'kaum', 'konservatif', 'melakukan', 'pemlintiran', 'permendikbudriste']",kaum liberal anti komunis heran kaum konservatif pemlintiran permendikbudriste,"['kaum', 'liberal', 'anti', 'komunis', 'heran', 'kaum', 'konservatif', 'pemlintiran', 'permendikbudriste']","['kaum', 'liberal', 'anti', 'komunis', 'heran', 'kaum', 'konservatif', 'pemlintiran', 'permendikbudriste']",Positif
134,3013,11/23/2021 3:58,1.46E+23,M Ke P,b'Kebijakan Meresahkan Jika Sudah Disahkan\n\nhttps://t.co/hQj1mJZVe5\n\nhttps://t.co/M9bMh0fLhY -- Adanya Permendikbud R\xe2\x80\xa6 https://t.co/c8XZPZMQHX',b'kebijakan meresahkan jika sudah disahkan\n\nhttps://t.co/hqj1mjzve5\n\nhttps://t.co/m9bmh0flhy -- adanya permendikbud r\xe2\x80\xa6 https://t.co/c8xzpzmqhx',kebijakan meresahkan jika sudah disahkan adanya permendikbud,"['kebijakan', 'meresahkan', 'jika', 'sudah', 'disahkan', 'adanya', 'permendikbud']","['kebijakan', 'meresahkan', 'jika', 'sudah', 'disahkan', 'adanya', 'permendukbidristek']",kebijakan meresahkan disahkan permendukbidristek,"['bijak', 'resah', 'sah', 'permendukbidristek']","['bijak', 'resah', 'sah', 'permendukbidristek']",Positif
135,5,11/28/2021 14:47,1.46E+23,Nad Vihokratana,"b'RT @ravenmarsky: ""Kekerasan/paksaan adalah perbuatan yang dilakukan tanpa persetujuan korban. Kalau kata \'persetujuan\' dihapus, bagaimana m\xe2\x80\xa6'","b'rt @ravenmarsky: ""kekerasan/paksaan adalah perbuatan yang dilakukan tanpa persetujuan korban. kalau kata \'persetujuan\' dihapus, bagaimana m\xe2\x80\xa6'",kekerasan paksaan adalah perbuatan yang dilakukan tanpa persetujuan korban kalau kata persetujuan dihapus bagaimana,"['kekerasan', 'paksaan', 'adalah', 'perbuatan', 'yang', 'dilakukan', 'tanpa', 'persetujuan', 'korban', 'kalau', 'kata', 'persetujuan', 'dihapus', 'bagaimana']","['kekerasan', 'paksaan', 'adalah', 'perbuatan', 'yang', 'dilakukan', 'tanpa', 'persetujuan', 'korban', 'kalau', 'kata', 'persetujuan', 'dihapus', 'bagaimana']",kekerasan paksaan perbuatan persetujuan korban persetujuan dihapus,"['keras', 'paksa', 'buat', 'tuju', 'korban', 'tuju', 'hapus']","['keras', 'paksa', 'tuju', 'korban', 'tuju', 'hapus']",Negatif
136,857,11/26/2021 5:49,1.46E+23,PKBI DIY,b'Lalu apakah kekerasan terhadap perempuan sudah terhapuskan? Tidak juga. Masih jauh untuk dikatakan bebas dari keker\xe2\x80\xa6 https://t.co/79naob3g4e',b'lalu apakah kekerasan terhadap perempuan sudah terhapuskan? tidak juga. masih jauh untuk dikatakan bebas dari keker\xe2\x80\xa6 https://t.co/79naob3g4e',lalu apakah kekerasan terhadap perempuan sudah terhapuskan tidak juga masih jauh untuk dikatakan bebas dari keker,"['lalu', 'apakah', 'kekerasan', 'terhadap', 'perempuan', 'sudah', 'terhapuskan', 'tidak', 'juga', 'masih', 'jauh', 'untuk', 'dikatakan', 'bebas', 'dari', 'keker']","['lalu', 'apakah', 'kekerasan', 'terhadap', 'perempuan', 'sudah', 'terhapuskan', 'tidak', 'juga', 'masih', 'jauh', 'untuk', 'dikatakan', 'bebas', 'dari', 'keker']",kekerasan perempuan terhapuskan bebas keker,"['keras', 'perempuan', 'hapus', 'bebas', 'keker']","['keras', 'perempuan', 'hapus', 'bebas', 'keker']",Negatif
137,308,11/27/2021 0:01,1.46E+23,Kompasiana,"b'Kekerasan dan perundungan seksual yang terjadi di kampus-kampus hanyalah fenomena gunung es yang tidak terdeteksi,\xe2\x80\xa6 https://t.co/5lmiPmCKCx'","b'kekerasan dan perundungan seksual yang terjadi di kampus-kampus hanyalah fenomena gunung es yang tidak terdeteksi,\xe2\x80\xa6 https://t.co/5lmipmckcx'",kekerasan dan perundungan seksual yang terjadi di kampus kampus hanyalah fenomena gunung es yang tidak terdeteksi,"['kekerasan', 'dan', 'perundungan', 'seksual', 'yang', 'terjadi', 'di', 'kampus', 'kampus', 'hanyalah', 'fenomena', 'gunung', 'es', 'yang', 'tidak', 'terdeteksi']","['kekerasan', 'dan', 'perundungan', 'seksual', 'yang', 'terjadi', 'di', 'kampus', 'kampus', 'hanyalah', 'fenomena', 'gunung', 'es', 'yang', 'tidak', 'terdeteksi']",kekerasan perundungan seksual kampus kampus fenomena gunung es terdeteksi,"['keras', 'rundung', 'seksual', 'kampus', 'kampus', 'fenomena', 'gunung', 'es', 'deteksi']","['keras', 'rundung', 'seksual', 'kampus', 'kampus', 'fenomena', 'gunung', 'es', 'deteksi']",Positif
138,1016,11/24/2021 14:43,1.46E+23,Muslimah Peduli Umat,b'Maka kekerasan seksual baik di lingkungan kampus maupun lingkungan sosial tidak cukup diselesaikan dengan UU PPKS s\xe2\x80\xa6 https://t.co/atCvWj7UUo',b'maka kekerasan seksual baik di lingkungan kampus maupun lingkungan sosial tidak cukup diselesaikan dengan uu ppks s\xe2\x80\xa6 https://t.co/atcvwj7uuo',maka kekerasan seksual baik di lingkungan kampus maupun lingkungan sosial tidak cukup diselesaikan dengan uu ppks,"['maka', 'kekerasan', 'seksual', 'baik', 'di', 'lingkungan', 'kampus', 'maupun', 'lingkungan', 'sosial', 'tidak', 'cukup', 'diselesaikan', 'dengan', 'uu', 'ppks']","['maka', 'kekerasan', 'seksual', 'baik', 'di', 'lingkungan', 'kampus', 'maupun', 'lingkungan', 'sosial', 'tidak', 'cukup', 'diselesaikan', 'dengan', 'uu', 'ppks']",kekerasan seksual lingkungan kampus lingkungan sosial diselesaikan uu ppks,"['keras', 'seksual', 'lingkung', 'kampus', 'lingkung', 'sosial', 'selesai', 'uu', 'ppks']","['keras', 'seksual', 'lingkung', 'kampus', 'lingkung', 'sosial', 'selesai', 'uu', 'ppks']",Positif
139,899,11/26/2021 4:07,1.46E+23,BandungBergerak.id,"b'Kasus kekerasan seksual di luar universitas, seperti di dunia kerja, bahkan di ranah keluarga, berpotensi terjadi.\xe2\x80\xa6 https://t.co/MWmz3iyXC2'","b'kasus kekerasan seksual di luar universitas, seperti di dunia kerja, bahkan di ranah keluarga, berpotensi terjadi.\xe2\x80\xa6 https://t.co/mwmz3iyxc2'",kasus kekerasan seksual di luar universitas seperti di dunia kerja bahkan di ranah keluarga berpotensi terjadi,"['kasus', 'kekerasan', 'seksual', 'di', 'luar', 'universitas', 'seperti', 'di', 'dunia', 'kerja', 'bahkan', 'di', 'ranah', 'keluarga', 'berpotensi', 'terjadi']","['kasus', 'kekerasan', 'seksual', 'di', 'luar', 'universitas', 'seperti', 'di', 'dunia', 'kerja', 'bahkan', 'di', 'ranah', 'keluarga', 'berpotensi', 'terjadi']",kekerasan seksual universitas dunia kerja ranah keluarga berpotensi,"['keras', 'seksual', 'universitas', 'dunia', 'kerja', 'ranah', 'keluarga', 'potensi']","['keras', 'seksual', 'universitas', 'dunia', 'kerja', 'ranah', 'keluarga', 'potensi']",Positif
140,956,11/25/2021 9:52,1.46E+23,Leonardo,b'keknya isu permen ppks sedang hangat eee tapi liat draftnya dimana ya kawan2?',b'keknya isu permen ppks sedang hangat eee tapi liat draftnya dimana ya kawan2?',keknya isu permen ppks sedang hangat eee tapi liat draftnya dimana ya kawan,"['keknya', 'isu', 'permen', 'ppks', 'sedang', 'hangat', 'eee', 'tapi', 'liat', 'draftnya', 'dimana', 'ya', 'kawan']","['keknya', 'isu', 'permendukbidristek', 'ppks', 'sedang', 'hangat', 'eee', 'tapi', 'liat', 'draftnya', 'dimana', 'ya', 'kawan']",keknya isu permendukbidristek ppks hangat eee liat draftnya dimana ya kawan,"['kek', 'isu', 'permendukbidristek', 'ppks', 'hangat', 'eee', 'liat', 'draftnya', 'mana', 'ya', 'kawan']","['kek', 'isu', 'permendukbidristek', 'ppks', 'hangat', 'eee', 'liat', 'draftnya', 'ya', 'kawan']",Positif
141,923,11/25/2021 16:13,1.46E+22,IndonesiaIndicator,"b'Secara umum, kelompok pro Permendikbudristek PPKS mencapai 55% dari total netizen yang membahas isu ini.\xe2\x80\xa6 https://t.co/axZzoLCIPC'","b'secara umum, kelompok pro permendikbudristek ppks mencapai 55% dari total netizen yang membahas isu ini.\xe2\x80\xa6 https://t.co/axzzolcipc'",secara umum kelompok pro permendikbudristek ppks mencapai dari total netizen yang membahas isu ini,"['secara', 'umum', 'kelompok', 'pro', 'permendikbudristek', 'ppks', 'mencapai', 'dari', 'total', 'netizen', 'yang', 'membahas', 'isu', 'ini']","['secara', 'umum', 'kelompok', 'dukung', 'permendikbudristek', 'ppks', 'mencapai', 'dari', 'total', 'netizen', 'yang', 'membahas', 'isu', 'ini']",kelompok dukung permendikbudristek ppks mencapai total netizen membahas isu,"['kelompok', 'dukung', 'permendikbudristek', 'ppks', 'capai', 'total', 'netizen', 'bahas', 'isu']","['kelompok', 'dukung', 'permendikbudristek', 'ppks', 'capai', 'total', 'netizen', 'bahas', 'isu']",Positif
142,554,11/26/2021 11:35,1.46E+22,ℌ𝔦𝔷𝔟𝔲𝔱 𝔗𝔞𝔴𝔞 ℑ𝔫𝔡𝔬𝔫𝔢𝔰𝔦𝔞™,"b'Keluarin aja tuh mahasiswa !!!\nSebagian besar yg nolak Permendikbud PPKS itu pendukung khilafah.\nHTI, FPI, PKS !!!\nhttps://t.co/npapaJAVJc'","b'keluarin aja tuh mahasiswa !!!\nsebagian besar yg nolak permendikbud ppks itu pendukung khilafah.\nhti, fpi, pks !!!\nhttps://t.co/npapajavjc'",keluarin aja tuh mahasiswa nsebagian besar yg nolak permendikbud ppks itu pendukung khilafah nhti fpi pks,"['keluarin', 'aja', 'tuh', 'mahasiswa', 'nsebagian', 'besar', 'yg', 'nolak', 'permendikbud', 'ppks', 'itu', 'pendukung', 'khilafah', 'nhti', 'fpi', 'pks']","['keluarin', 'aja', 'tuh', 'mahasiswa', 'nsebagian', 'besar', 'yg', 'tolak', 'permendukbidristek', 'ppks', 'itu', 'pendukung', 'khilafah', 'nhti', 'fpi', 'ppks']",keluarin aja tuh mahasiswa nsebagian yg tolak permendukbidristek ppks pendukung khilafah nhti fpi ppks,"['keluarin', 'aja', 'tuh', 'mahasiswa', 'nsebagian', 'yg', 'tolak', 'permendukbidristek', 'ppks', 'dukung', 'khilafah', 'nhti', 'fpi', 'ppks']","['keluarin', 'aja', 'tuh', 'mahasiswa', 'nsebagian', 'yg', 'tolak', 'permendukbidristek', 'ppks', 'dukung', 'khilafah', 'nhti', 'fpi', 'ppks']",Positif
143,5379,11/21/2021 8:39,1.46E+23,TintaSiyasi.com,b'Kembang Gula Beracun ala Permendikbud Ristek PPKS\n\nOleh: Riani Kurniawati\n[Sahabat TintaSiyasi]\nhttps://t.co/1wOOT12wUL',b'kembang gula beracun ala permendikbud ristek ppks\n\noleh: riani kurniawati\n[sahabat tintasiyasi]\nhttps://t.co/1woot12wul',kembang gula beracun ala permendikbud ristek ppks noleh riani kurniawati sahabat tintasiyasi,"['kembang', 'gula', 'beracun', 'ala', 'permendikbud', 'ristek', 'ppks', 'noleh', 'riani', 'kurniawati', 'sahabat', 'tintasiyasi']","['kembang', 'gula', 'beracun', 'ala', 'permendukbidristek', 'ristek', 'ppks', 'oleh', 'riani', 'kurniawati', 'sahabat', 'tintasiyasi']",kembang gula beracun ala permendukbidristek ristek ppks riani kurniawati sahabat tintasiyasi,"['kembang', 'gula', 'racun', 'ala', 'permendukbidristek', 'ristek', 'ppks', 'rian', 'kurniawati', 'sahabat', 'tintasiyasi']","['kembang', 'gula', 'racun', 'ala', 'permendukbidristek', 'ristek', 'ppks', 'rian', 'kurniawati', 'sahabat', 'tintasiyasi']",Positif
144,5339,11/22/2021 4:15,1.46E+23,Jawa Pos,b'Kemendikbudristek Beberkan Penyusunan Permendikbudristek PPKS https://t.co/2wmy6EOYqn',b'kemendikbudristek beberkan penyusunan permendikbudristek ppks https://t.co/2wmy6eoyqn',kemendikbudristek beberkan penyusunan permendikbudristek ppks,"['kemendikbudristek', 'beberkan', 'penyusunan', 'permendikbudristek', 'ppks']","['kemendikbudristek', 'beberkan', 'penyusunan', 'permendikbudristek', 'ppks']",kemendikbudristek beberkan penyusunan permendikbudristek ppks,"['kemendikbudristek', 'kan', 'susun', 'permendikbudristek', 'ppks']","['kemendikbudristek', 'susun', 'permendikbudristek', 'ppks']",Positif
